source_idx,source_name,era_journal_name,harzing_journal_name,wos_journal_name,n_refs,n_exogenous,frac_exogenous
2738123342,Economic Journal of Emerging Markets,,,Economic Journal of Emerging Markets,4794,2846,0.5937
4210198827,Change Management An International Journal,Change Management,,,347,206,0.5937
2764670738,Journal of Governance and Regulation,Journal of Governance and Regulation,,,35732,21217,0.5938
4210211241,Business Management and Economics Engineering,,,Business Management and Economics Engineering,3838,2280,0.5941
2764929533,South Asian Journal of Management,South Asian Journal of Management,,,2066,1228,0.5944
2764958792,Asian Journal of Empirical Research,Asian Journal of Empirical Research,,,4604,2737,0.5945
187295728,Journal of Teaching in International Business,Journal of Teaching in International Business,,,9083,5402,0.5947
4210232703,Gospodarka Narodowa,Gospodarka Narodowa,,Gospodarka Narodowa-The Polish Journal of Economics,15421,9172,0.5948
4210208553,OPEC Energy Review,OPEC Energy Review: energy economics and related issues,,OPEC Energy Review,11525,6862,0.5954
203894561,International Journal of Pharmaceutical and Healthcare Marketing,International Journal of Pharmaceutical and Healthcare Marketing,,,22598,13460,0.5956
187998666,Comparative Economic Research Central and Eastern Europe,,,Comparative Economic Research-Central and Eastern Europe,9244,5509,0.596
4210186494,Gestão & Produção,Gestao e Producao,,,30248,18030,0.5961
2764399863,Advances In Management,Advances in Management,,,770,459,0.5961
38825547,Economic Geography,,Economic Geography,ECONOMIC GEOGRAPHY,19602,11686,0.5962
2764853111,Journal of Economic and Financial Sciences,Journal of Economic and Financial Sciences,,,15665,9351,0.5969
4210230127,management revue,Management Revue: the international review of management studies,,Management Revue,8012,4789,0.5977
4210197436,Vierteljahrshefte zur Wirtschaftsforschung,Quarterly Journal of Economic Research,,,5466,3267,0.5977
4210185081,Revista de Economia Mackenzie,Revista de Economia Mackenzie,,,1064,636,0.5977
2738087221,Triple Helix Journal,,,Triple Helix,7327,4379,0.5977
4210173397,Journal of Public Finance and Public Choice,,,Journal of Public Finance and Public Choice,4197,2510,0.598
190363454,Organizational Behavior Teaching Review,,Journal of Management Education,,26021,15561,0.598
75627377,SIAM Journal on Financial Mathematics,,,SIAM Journal on Financial Mathematics,13484,8068,0.5983
120949314,Comparative Economic Studies,,,Comparative Economic Studies,19257,11523,0.5984
2764798183,South African Actuarial Journal,South African Actuarial Journal,,South African Actuarial Journal,620,371,0.5984
101209419,Journal of Development Economics,,Journal of Development Economics,JOURNAL OF DEVELOPMENT ECONOMICS,84488,50586,0.5987
169699294,Accounting Education,,Accounting Education,Accounting Education,25349,15177,0.5987
4210228534,Journal of Organisational Studies and Innovation,,,Journal of Organisational Studies and Innovation,2049,1227,0.5988
4210197709,Central European Management Journal,,,Central European Management Journal,16279,9748,0.5988
4210173595,American Journal of Health Economics,,,American Journal of Health Economics,8992,5385,0.5989
2764989054,Problems and Perspectives in Management,Problems and Perspectives in Management,,,54600,32742,0.5997
2764597040,Kobe University economic review.,Kobe University Economic Review,,,35,21,0.6
189923312,Sloan management review,MIT Sloan Management Review: MIT's journal of management research and ideas,MIT Sloan Management Review,MIT SLOAN MANAGEMENT REVIEW,5,3,0.6
4210189591,Division of Labour & Transaction Costs,Division of Labour and Transaction Costs,,,50,30,0.6
4210214409,Advances in environmental accounting & management,Advances in Environmental Accounting and Management,,,45,27,0.6
2764906524,Review of Economics and Finance,Review of Economics and Finance,,,10738,6446,0.6003
2764908861,The Journal of Gambling Business and Economics,The Journal of Gambling Business and Economics,,,2979,1790,0.6009
167383514,Ekonomista,,,Ekonomista,8733,5249,0.6011
2736975137,Journal of Indonesian Economy and Business,Journal of Indonesian Economy and Business,,,7259,4364,0.6012
4210228924,Sosyoekonomi,,,Sosyoekonomi,23768,14294,0.6014
42678134,Journal of Hospitality & Tourism Research,Journal of Hospitality and Tourism Research,Journal of Hospitality and Tourism Research,,50658,30498,0.602
45044709,International Journal of Organization Theory and Behavior,International Journal of Organization Theory and Behavior,,,13826,8324,0.6021
5406982871,Financial Planning Research Journal,Financial Planning Research Journal,,,1865,1124,0.6027
2765036361,The Journal of Risk Model Validation,Journal of Risk Model Validation,,Journal of Risk Model Validation,506,305,0.6028
2736872555,Croatian Economic Survey,,,Croatian Economic Survey,2717,1639,0.6032
205929853,Electronic Commerce Research,,Electronic Commerce Research,Electronic Commerce Research,50204,30300,0.6035
199699369,International Journal of Applied Management Science,International Journal of Applied Management Science,,International Journal of Applied Management Science,3095,1868,0.6036
2764651625,Journal of Economic Integration,,,JOURNAL OF ECONOMIC INTEGRATION,19486,11763,0.6037
2764494274,International Journal of Business Administration,International Journal of Business Administration,,,21703,13105,0.6038
2738303727,Revista de estudios empresariales,,,Revista de Estudios Empresariales-Segunda Epoca,5621,3396,0.6042
2764883772,Serbian Journal of Management,,,Serbian Journal of Management,10299,6224,0.6043
39841227,International Journal of Forecasting,,International Journal of Forecasting,INTERNATIONAL JOURNAL OF FORECASTING,63992,38693,0.6047
74096415,Journal of Economic Policy Reform,,,Journal of Economic Policy Reform,14260,8646,0.6063
12497220,International Journal of Business and Systems Research,International Journal of Business and Systems Research,,,4953,3003,0.6063
2738441059,ETIKONOMI,,,Etikonomi,7557,4582,0.6063
2898493639,Journal of Co-operative Organization and Management,Journal of Co-operative Organization and Management,,Journal of Co-operative Organization and Management,9802,5945,0.6065
2736813639,International Business & Economics Research Journal (IBER),International Business and Economics Research Journal,,,42422,25734,0.6066
12132826,The International Food and Agribusiness Management Review,International Food and Agribusiness Management Review,,,19686,11949,0.607
4210204559,Marketing and Management of Innovations,,,Marketing and Management of Innovations,20451,12420,0.6073
4210197148,Estudios de economía,Estudios de Economia,,Estudios de Economia,6453,3923,0.6079
98232940,International Review on Public and Nonprofit Marketing,International Review on Public and Non Profit Marketing,,International Review on Public and Nonprofit Marketing,24351,14812,0.6083
4210191937,Risk Management,Risk Management,,,12607,7672,0.6086
4210214019,Journal of Hospitality Application and Research,JOHAR: Journal of Hospitality Application and Research,,,133,81,0.609
76844451,Annual Review of Resource Economics,Annual Review of Resource Economics,,Annual Review of Resource Economics,29046,17707,0.6096
189751245,Journal of Consumer Affairs,Journal of Consumer Affairs,Journal of Consumer Affairs,JOURNAL OF CONSUMER AFFAIRS,34615,21122,0.6102
2737537699,Our Economy Journal of Contemporary Issues in Economics and Business,Nase Gospodarstvo,,,7640,4666,0.6107
6144335,The Journal of Strategic Information Systems,,Journal of Strategic Information Systems,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,33818,20660,0.6109
2764982749,SMART Journal of Business Management Studies,,,SMART-Journal of Business Management Studies,689,421,0.611
105799767,European Journal of the History of Economic Thought,,European Journal of the History of Economic Thought,European Journal of the History of Economic Thought,32610,19925,0.611
4306520819,New York economic review,New York Economic Review,,,18,11,0.6111
4210171086,The Journal of Risk,,,Journal of Risk,1417,866,0.6112
2737685543,Revista Finanzas y Política Económica,,,Revista Finanzas y Politica Economica,8237,5036,0.6114
4210225395,St Petersburg University Journal of Economic Studies,,,Vestnik Sankt-Peterburgskogo Universiteta-Ekonomika-St Petersburg University Journal of Economic Studies,4001,2447,0.6116
183802457,The Journal of Operational Risk,Journal of Operational Risk,,Journal of Operational Risk,506,310,0.6126
4210222123,Journal of Open Innovation Technology Market and Complexity,"Journal of Open Innovation: Technology, Market, and Complexity",,,101123,62036,0.6135
108158533,Journal of Quality Assurance in Hospitality & Tourism,Journal of Quality Assurance in Hospitality & Tourism,,,41429,25422,0.6136
4210183927,Istanbul Journal of Economics / İstanbul İktisat Dergisi,,,Istanbul Iktisat Dergisi-Istanbul Journal of Economics,1364,837,0.6136
2764655866,Review of Keynesian Economics,Review of Keynesian Economics,,Review of Keynesian Economics,5748,3527,0.6136
197981039,Economics and Politics,Economics and Politics,Economics and Politics,Economics & Politics,18355,11264,0.6137
64915403,The Quarterly Journal of Austrian Economics,The Quarterly Journal of Austrian Economics,,,4570,2805,0.6138
4210184633,SAM Advanced Management Journal,SAM Advanced Management Journal,,,1272,781,0.614
67103694,Cambridge Journal of Economics,Cambridge Journal of Economics,Cambridge Journal of Economics,CAMBRIDGE JOURNAL OF ECONOMICS,51651,31724,0.6142
4210184380,ISRA International Journal of Islamic Finance,,,ISRA International Journal of Islamic Finance,5917,3634,0.6142
4210219127,International Journal of Economic Sciences,,,International Journal of Economic Sciences,5211,3201,0.6143
4210171712,Management,,,Management-Poland,7412,4554,0.6144
39332106,Journal of Food Products Marketing,"Journal of Food Products Marketing: innovations in food advertising, food promotion, food publicity, food sales promotion",,JOURNAL OF FOOD PRODUCTS MARKETING,22624,13902,0.6145
4210191463,Upravlenets,,,Upravlenets-The Manager,5853,3598,0.6147
4210231521,Data Science in Finance and Economics,,,Data Science in Finance and Economics,3650,2245,0.6151
61971679,The Journal of private enterprise,Journal of Private Enterprise,,Journal of Private Enterprise,896,552,0.6161
186483588,Journal of Service Science and Management,Journal of Service Science and Management,,,16246,10010,0.6162
149486094,Australian Economic Review,The Australian Economic Review,Australian Economic Review,Australian Economic Review,12882,7939,0.6163
2764892055,Seoul Journal of Economics,,,Seoul Journal of Economics,73,45,0.6164
4210192355,Journal of Applied Business and Economics,Journal of Applied Business and Economics,,,15124,9322,0.6164
4210223136,Estudos Econômicos (São Paulo),Estudos Economicos,,,13317,8219,0.6172
2737866954,Review of Regional Studies,,,Review of Regional Studies,8687,5364,0.6175
63515265,Logistics Research,Logistics Research,,,4887,3019,0.6178
133335107,Mathematical Finance,,Mathematical Finance,MATHEMATICAL FINANCE,17220,10643,0.6181
51113653,The Engineering Economist,The Engineering Economist,,ENGINEERING ECONOMIST,7487,4629,0.6183
4210176701,Logforum,,,LogForum,4027,2491,0.6186
4210215119,GSTF Journal on Business Review,The GSTF Business Review,,,969,600,0.6192
2764647440,MONTENEGRIN JOURNAL OF ECONOMICS,Montenegrin Journal of Economics,,Montenegrin Journal of Economics,13247,8210,0.6198
196354030,International Journal of Technology Management and Sustainable Development,International Journal of Technology Management and Sustainable Development,,,4416,2738,0.62
4210198794,Asia and the Global Economy,,,Asia and the Global Economy,2142,1328,0.62
2764491269,Journal of Contemporary Issues in Business and Government,Journal of Contemporary Issues in Business and Government,,,387,240,0.6202
19770063,Review of Economics and Institutions,"Review of Economics and Institutions: Economia, Societa E Istituzioni",,,2863,1778,0.621
3593595,Australian Journal of Agricultural and Resource Economics,The Australian Journal of Agricultural and Resource Economics,Australian Journal of Agricultural and Resource Economics,AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,22248,13820,0.6212
4210192748,International Journal of Academic Research in Accounting Finance and Management Sciences,"International Journal of Academic Research in Accounting, Finance and Managment Sciences",,,34468,21419,0.6214
2735010472,Journal of the Association for Consumer Research,Journal of The Association For Consumer Research,,Journal of the Association for Consumer Research,16775,10429,0.6217
4210237676,Ekonomi Politika ve Finans Arastirmalari Dergisi,,,Ekonomi Politika & Finans Arastirmalari Dergisi,9509,5914,0.6219
4306506326,CIRIEC-España revista de economía pública social y cooperativa,,,CIRIEC-Espana Revista de Economia Publica Social y Cooperativa,9938,6184,0.6223
2737293501,Ekonomski vjesnik,,,Ekonomski Vjesnik,3089,1923,0.6225
87816754,International Journal of Business Continuity and Risk Management,International Journal of Business Continuity and Risk Management,,,1971,1227,0.6225
29581992,Nova Economia,Nova Economia: the journal of the economics department at UFMG,,,13261,8260,0.6229
98984247,Computational Economics,Computational Economics,,Computational Economics,65156,40611,0.6233
191612999,Organizacija,,,Organizacija,14078,8786,0.6241
199127151,Qualitative Research in Organizations and Management An International Journal,Qualitative Research in Organizations and Management,,Qualitative Research in Organizations and Management,17152,10709,0.6244
2764670390,Journal of Entrepreneurship and Sustainability Issues,,,Entrepreneurship and Sustainability Issues,34523,21558,0.6245
162611689,Business Economics,Business Economics: designed to serve the needs of people who use economics in their work,,,4816,3011,0.6252
7241030,Cliometrica,,,Cliometrica,13695,8565,0.6254
4210214252,Risks,Risks,,Risks,59509,37222,0.6255
176820844,European Review of Economic History,,European Review of Economic History,European Review of Economic History,17231,10780,0.6256
4210214005,Latin American Journal of Central Banking,,,Latin American Journal of Central Banking,5198,3253,0.6258
130757258,International Game Theory Review,International Game Theory Review,,,9506,5951,0.626
164923136,Environment and Development Economics,,,ENVIRONMENT AND DEVELOPMENT ECONOMICS,20700,12967,0.6264
2735620406,Journal of Professions and Organization,Journal of Professions and Organization,Journal of Professions and Organization,Journal of Professions and Organization,14050,8806,0.6268
191005381,Defence and Peace Economics,Defence and Peace Economics,,DEFENCE AND PEACE ECONOMICS,31153,19545,0.6274
2764594977,European Journal of Management,European Journal of Management,,,760,477,0.6276
4210219827,Food Economics - Acta Agriculturae Scandinavica Section C,Acta Agriculturae Scandinavica Section C: Food Economics,,,1137,714,0.628
2739118867,Revista Universidad y Empresa,,,Revista Universidad Empresa,7279,4572,0.6281
50216583,Journal of Medical Marketing Device Diagnostic and Pharmaceutical Marketing,Journal of Medical Marketing,,,3019,1897,0.6284
2764824119,Real Estate Management and Valuation,,,Real Estate Management and Valuation,9081,5709,0.6287
2764531464,History of Economics Review,,,History of Economics Review,5765,3625,0.6288
166595748,International Review of Economics,International Review of Economics,,,15640,9836,0.6289
93666758,Journal of Economic Issues,Journal of Economic Issues (JEI),Journal of Economic Issues,JOURNAL OF ECONOMIC ISSUES,40150,25254,0.629
106098198,Oxford Review of Economic Policy,Oxford Review of Economic Policy,Oxford Review of Economic Policy,OXFORD REVIEW OF ECONOMIC POLICY,25675,16155,0.6292
2735890421,The World Bank Economic Review,The World Bank Economic Review,World Bank Economic Review,WORLD BANK ECONOMIC REVIEW,26448,16651,0.6296
4210179731,Cuadernos de Administración,,,Cuadernos de Administracion-Universidad del Valle,9908,6240,0.6298
2764773172,International Journal of Engineering Business Management,,,International Journal of Engineering Business Management,17055,10744,0.63
2764902226,American Journal of Economics,American Journal of Economics,,,1279,806,0.6302
4210223648,Business Management and Education,"Business, Management and Education",,,6673,4206,0.6303
203364070,Bulletin of Indonesian Economic Studies,,Bulletin of Indonesian Economic Studies,BULLETIN OF INDONESIAN ECONOMIC STUDIES,7727,4872,0.6305
980556082,Agricultural Economics (Zemědělská ekonomika),,,Agricultural Economics-Zemedelska Ekonomika,20397,12860,0.6305
4210227841,International Journal of Organizational Leadership,,,International Journal of Organizational Leadership,17646,11128,0.6306
69781331,Schmollers Jahrbuch,Journal of Contextual Economics: Schmollers Jahrbuch,,,3143,1983,0.6309
4210189231,Public and Municipal Finance,Public and Municipal Finance,,,3645,2301,0.6313
4210198543,Journal of Agribusiness in Developing and Emerging Economies,,,Journal of Agribusiness in Developing and Emerging Economies,19972,12612,0.6315
43156200,Review,Review of the Federal Reserve Bank of St. Louis,,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,1631,1030,0.6315
182215941,Business Strategy Review,Business Strategy Review,,,193,122,0.6321
4210201861,Applied Economic Perspectives and Policy,Applied Economic Perspectives and Policy,,Applied Economic Perspectives and Policy,31149,19706,0.6326
4210169096,Accounting Economics and Law - A Convivium,,,Accounting Economics and Law-A Convivium,10386,6574,0.633
4210207244,WPOM - Working Papers on Operations Management,,,WPOM-Working Papers on Operations Management,4574,2896,0.6331
191007255,International Review of Environmental and Resource Economics,,,International Review of Environmental and Resource Economics,3897,2467,0.6331
2737328910,REVESCO Revista de Estudios Cooperativos,,,REVESCO-Revista de Estudios Cooperativos,9871,6253,0.6335
4210204738,Journal of Marketing Behavior,Journal of Marketing Behavior,,,999,633,0.6336
2898343181,Wine Economics and Policy,Wine Economics and Policy,,,8786,5569,0.6338
165267014,International Journal of Product Development,International Journal of Product Development,,,4227,2680,0.634
4210228954,Revue de l'OFCE/La Revue de l'OFCE,"Observatoire Francais des Conjonctures Economiques, Revue: observations et diagnostics economiques",,,11141,7076,0.6351
182666042,Naval Research Logistics (NRL),,Naval Research Logistics,,25424,16160,0.6356
4210206027,Journal of Education for Business,Journal of Education for Business,,,21820,13880,0.6361
4393913256,Pesquisa e Planejamento Econômico,Pesquisa e Planejamento Economico,,,11,7,0.6364
125775545,Operations Research,Operations Research,Operations Research,OPERATIONS RESEARCH,64181,40897,0.6372
174129883,Economic Outlook,Economic Outlook,,,102,65,0.6373
132340323,Review of Economic Perspectives,,,Review of Economic Perspectives,7739,4936,0.6378
187709482,Electronic Commerce Research and Applications,,Electronic Commerce Research and Applications,Electronic Commerce Research and Applications,67708,43255,0.6388
4210190151,Omega,OMEGA International Journal of Management Science,OMEGA,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,96145,61442,0.6391
4210188400,The Journal of Energy Markets,The Journal of Energy Markets,,Journal of Energy Markets,1062,679,0.6394
4210177368,Journal of International Business Research and Marketing,Journal of International Business Research and Marketing,,,4189,2681,0.64
2764583656,Journal of Social Marketing,Journal of Social Marketing,,Journal of Social Marketing,18607,11909,0.64
1027187413,Amfiteatru Economic,,,Amfiteatru Economic,9775,6257,0.6401
180332110,Review of Law & Economics,Review of Law and Economics,,,8566,5484,0.6402
121409115,International Review of Law and Economics,,International Review of Law and Economics,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,25807,16534,0.6407
2764671874,Journal of Transport and Supply Chain Management,,,Journal of Transport and Supply Chain Management,10217,6553,0.6414
2736730828,Management,,,Management-Journal of Contemporary Management Issues,9740,6248,0.6415
2764761084,Foundations of Management,,,Foundations of Management,6821,4376,0.6415
102700472,Financial Services Review,Financial Services Review,,,6419,4121,0.642
2764889080,Evolutionary and Institutional Economics Review,,,Evolutionary and Institutional Economics Review,10043,6452,0.6424
2764416040,Quality Innovation Prosperity,,,Quality Innovation Prosperity-Kvalita Inovacia Prosperita,9119,5863,0.6429
4210220799,Business and Management Horizons,Business and Management Horizons,,,3169,2038,0.6431
4210176215,Case Studies in Business and Management,Case Studies in Business and Management,,,1662,1069,0.6432
4210235361,Istanbul Journal of Economics / İstanbul İktisat Dergisi,,,Istanbul Iktisat Dergisi-Istanbul Journal of Economics,1517,976,0.6434
175963831,El Trimestre Económico,El Trimestre Economico,,TRIMESTRE ECONOMICO,14551,9374,0.6442
2764684190,IZA Journal of Labor Policy,IZA Journal of Labor Policy,,,7558,4871,0.6445
192372812,Journal of International Food & Agribusiness Marketing,Journal of International Food and Agribusiness Marketing,,Journal of International Food & Agribusiness Marketing,18783,12112,0.6448
4210169265,VISIÓN GERENCIAL,,,Vision Gerencial,665,429,0.6451
2764593300,Agricultural and Resource Economics Review,Agricultural and Resource Economics Review,,,16392,10577,0.6453
4306506978,Contaduría Universidad de Antioquia,,,Contaduria Universidad de Antioquia,5747,3710,0.6456
2736647864,Retos,,,Retos-Revista de Ciencias de la Administracion y Economia,6174,3988,0.6459
149627586,Foundations and Trends® in Microeconomics,Foundations and Trends in Microeconomics,,,1077,696,0.6462
62957338,The Journal of Human Resources,The Journal of Human Resources,Journal of Human Resources,JOURNAL OF HUMAN RESOURCES,22285,14408,0.6465
2898237991,Economics of Transportation,,,Economics of Transportation,9405,6080,0.6465
2739393555,Journal of Agricultural and Applied Economics,Journal of Agricultural and Applied Economics,,Journal of Agricultural and Applied Economics,18840,12184,0.6467
4210230903,Engineering Management Journal,,,Engineering Management Journal,21943,14198,0.647
4210225597,Problemy Zarządzania - Management Issues,,,Problemy Zarzadzania-Management Issues,15634,10120,0.6473
2764440250,International Journal of Business and Social Science,International Journal of Business and Social Science,,,13113,8498,0.6481
942037226,Business History,,Business History,BUSINESS HISTORY,53349,34582,0.6482
170367418,International Journal of Pluralism and Economics Education,International Journal of Pluralism and Economics Education,,,2486,1612,0.6484
4210201622,Cuadernos de economía,Latin American Journal of Economics,,,279,181,0.6487
4393918062,Suma de Negocios,,,Suma de Negocios,6646,4320,0.65
26772273,Climate Change Economics,Climate Change Economics,,Climate Change Economics,11271,7331,0.6504
4210173904,Brookings Papers on Economic Activity,Brookings Papers on Economic Activity,Brookings Papers on Economic Activity,BROOKINGS PAPERS ON ECONOMIC ACTIVITY,9225,6007,0.6512
101163346,International Journal of Strategic Property Management,International Journal of Strategic Property Management,,International Journal of Strategic Property Management,20499,13352,0.6513
187788904,Journal of Hospitality and Tourism Management,Journal of Hospitality and Tourism Management,Journal of Hospitality and Tourism Management,Journal of Hospitality and Tourism Management,91732,59815,0.6521
114571967,National Institute Economic Review,National Institute Economic Review,,National Institute Economic Review,10762,7019,0.6522
4210190158,Journal of Economic Policy Researches / İktisat Politikası Araştırmaları Dergisi,,,Journal of Economic Policy Researches-Iktisat Politikasi Arastirmalari Dergisi,1508,984,0.6525
2898431940,The Journal of Finance and Data Science,,,Journal of Finance and Data Science,6229,4066,0.6528
32895864,Actual Problems of Economics,Actual Problems of economics,,,1409,920,0.6529
113957626,International Journal of Political Economy,,,INTERNATIONAL JOURNAL OF POLITICAL ECONOMY,9295,6072,0.6533
166621295,Journal of Health Economics,,Journal of Health Economics,JOURNAL OF HEALTH ECONOMICS,65408,42785,0.6541
4210172326,Journal of Management and Sustainability,Journal of Management and Sustainability,,,19662,12867,0.6544
4210168315,Ekonomski pregled,,,Ekonomski Pregled,2518,1648,0.6545
202144432,Science Technology and Society,,,Science Technology and Society,12145,7959,0.6553
4210208307,Dirección y Organización,,,Direccion y Organizacion,8152,5343,0.6554
4210229491,Journal of Intelligence Studies in Business,,,Journal of Intelligence Studies in Business,7577,4966,0.6554
137519996,Electronic Markets,,Electronic Markets,Electronic Markets,49732,32624,0.656
120991925,Telecommunications Policy,,Telecommunications Policy,,57599,37810,0.6564
2764848322,International Journal of Human Resource Studies,International Journal of Human Resource Studies,,,23663,15542,0.6568
145200904,Health Economics,,Health Economics (United Kingdom),HEALTH ECONOMICS,76946,50552,0.657
176497116,Management Communication Quarterly,,Management Communication Quarterly,Management Communication Quarterly,21181,13939,0.6581
4210176281,Technology Transfer and Entrepreneurship,Technology Transfer and Entrepreneurship,,,410,270,0.6585
4210183127,Cuadernos de Economía,Cuadernos de Economia,,Cuadernos de Economia,11380,7495,0.6586
4210216314,Journal of Strategic Contracting and Negotiation,Journal of Strategic Contracting and Negotiation,,,3538,2333,0.6594
2912066455,Journal of Financial Counseling and Planning,Financial Counseling and Planning,,Journal of Financial Counseling and Planning,10700,7059,0.6597
72915307,Organization,,Organization,ORGANIZATION,51614,34062,0.6599
146248155,International Journal of Six Sigma and Competitive Advantage,International Journal of Six Sigma and Competitive Advantage,,,947,625,0.66
2737763312,Business Systems Research Journal,,,Business Systems Research Journal,9665,6382,0.6603
91213080,The Economists Voice,The Economists' Voice,,Economists Voice,2567,1696,0.6607
135706173,Journal of Leadership Studies,Journal of Leadership Studies,,Journal of Leadership Studies,14179,9368,0.6607
7424199,Public Choice,,Public Choice,PUBLIC CHOICE,74993,49593,0.6613
37173775,European Journal of Law and Economics,,,European Journal of Law and Economics,29268,19363,0.6616
2739303216,Journal of Tax Reform,,,Journal of Tax Reform,3893,2578,0.6622
4210176398,Research in the history of economic thought and methodology,Research in the History of Economic Thought and Methodology,,,314,208,0.6624
145429826,Journal of Consumer Research,Journal of Consumer Research,Journal of Consumer Research,JOURNAL OF CONSUMER RESEARCH,70756,46883,0.6626
145337823,Journal of investment management,Journal of Investment Management,,Journal of Investment Management,374,248,0.6631
49131624,International Journal of Social Economics,International Journal of Social Economics,International Journal of Social Economics,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,56518,37478,0.6631
132950052,Journal of Interdisciplinary Economics,Journal of Interdisciplinary Economics,,Journal of Interdisciplinary Economics,7134,4734,0.6636
200768828,CEPAL review,,,Cepal Review,7674,5094,0.6638
2764398122,Financial Theory and Practice,Financial Theory and Practice,,,1302,865,0.6644
140389752,Revista de Economía Mundial,,,Revista de Economia Mundial,10917,7255,0.6646
53993439,American Law and Economics Review,,,American Law and Economics Review,8126,5403,0.6649
4210239895,Revista de Economia,Revista de Economia,,,3877,2579,0.6652
145471836,Explorations in Economic History,,Explorations in Economic History,EXPLORATIONS IN ECONOMIC HISTORY,28676,19164,0.6683
4394735491,"Intelligent systems in accounting, finance and management/Intelligent systems in accounting, finance & management",,,Intelligent Systems in Accounting Finance & Management,9773,6531,0.6683
4210214325,Journal of Global Economic Analysis,,,Journal of Global Economic Analysis,1409,942,0.6686
2737657525,Lecturas de Economía,Lecturas de Economía,,Lecturas de Economia,8735,5841,0.6687
188292526,Econ journal watch,Econ Journal Watch,,Econ Journal Watch,2059,1377,0.6688
135394783,The International Journal of Management Education,,,International Journal of Management Education,74402,49785,0.6691
2764563877,EUROPEAN RESEARCH STUDIES JOURNAL,European Research Studies Journal,,,32902,22020,0.6693
111767569,History of economic ideas,History of Economic Ideas,,,487,326,0.6694
173896063,Property Management,,,Property Management,18446,12355,0.6698
2764998092,International Journal of Academic Research in Economics and Management Sciences,International Journal of Academic Research in Economics and Management Sciences,,,19948,13368,0.6701
4210175534,Financial and credit activity problems of theory and practice,,,Financial and Credit Activity-Problems of Theory and Practice,19137,12831,0.6705
4210201828,International Journal of Small Business and Entrepreneurship Research,International Journal of Small Business and Entrepreneurship Research,,,1176,789,0.6709
87209429,Journal of Benefit-Cost Analysis,Journal of Benefit-Cost Analysis,,Journal of Benefit-Cost Analysis,12578,8441,0.6711
4210195359,Economía,,,Economia-Journal of the Latin American and Caribbean Economic Association,6895,4636,0.6724
172526255,Finance and Stochastics,,Finance and Stochastics,FINANCE AND STOCHASTICS,13042,8775,0.6728
18727733,IMA Journal of Management Mathematics,,,IMA Journal of Management Mathematics,13471,9069,0.6732
59289252,Intereconomics,Intereconomics: review of European economic policy,,,3588,2417,0.6736
4210198154,Algorithmic Finance,,,Algorithmic Finance,1892,1275,0.6739
146268463,Journal of Institutional Economics,,Journal of Institutional Economics,Journal of Institutional Economics,42254,28478,0.674
4210177023,Brazilian Journal of Political Economy,Revista de Economia Politica,,,15604,10526,0.6746
4210168092,Journal of the History of Economic Thought,,Journal of the History of Economic Thought,,22391,15111,0.6749
4210217359,Gurukul Business Review,,,Gurukul Business Review-GBR,1904,1285,0.6749
2765030839,Journal of Economic and Social Measurement,Journal of Economic and Social Measurement,,,3166,2137,0.675
97316453,Cambridge Journal of Regions Economy and Society,,,Cambridge Journal of Regions Economy and Society,25425,17164,0.6751
61727081,Economics & Sociology,,,Economics & Sociology,35249,23810,0.6755
2914225721,S.A.M. advanced management journal,SAM Advanced Management Journal,,,74,50,0.6757
4210234983,Journal on Innovation and Sustainability RISUS,,,RISUS-Journal on Innovation and Sustainability,9328,6304,0.6758
4210223036,Mehmet Akif Ersoy Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,,,Journal of Mehmet Akif Ersoy University Economics and Administrative Sciences Faculty,16129,10918,0.6769
168697966,Management & Organizational History,,,Management & Organizational History,16262,11011,0.6771
4210186350,Journal of Competition Law & Economics,,,Journal of Competition Law & Economics,4003,2712,0.6775
2494413385,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,,,Economic Computation and Economic Cybernetics Studies and Research,9296,6299,0.6776
21322974,International Journal of Learning and Change,International Journal of Learning and Change,,,2956,2003,0.6776
122073985,The Journal of Economic History,,Journal of Economic History,JOURNAL OF ECONOMIC HISTORY,28987,19645,0.6777
4210193298,EMC Review - Časopis za ekonomiju - APEIRON,,,Casopis za Ekonomiju i Trzisne Komunikacije,3091,2095,0.6778
4210168539,Science and Public Policy,,,Science and Public Policy,53970,36639,0.6789
124504522,Information Systems Management,,Information Systems Management,,25154,17079,0.679
4210228282,Southeast Asian Economies,Journal of Southeast Asian Economies,,Journal of Southeast Asian Economies,3937,2675,0.6795
4210193318,Asean Economic Bulletin,ASEAN Economic Bulletin,,,1506,1024,0.6799
4210179124,Review of Behavioral Economics,Review of Behavioral Economics,,Review of Behavioral Economics,2593,1764,0.6803
2764870965,International productivity monitor,,,International Productivity Monitor,217,148,0.682
4210193511,Economics and Mathematical Methods,,,Ekonomika i Matematiceskie Metody-Economics and Mathematical Methods,712,486,0.6826
