unit_idx,unit_type,name,issn,field_eb,country_code,v,rank_v,a_p
52977244,institution,Insper,,,BR,1.1485051455419366,550,43.67753831417625
118353179,institution,DePaul University,,,US,1.148130751701726,551,65.10535714285714
20231570,institution,Peking University,,,CN,1.1480003455372676,552,159.00343684093684
131948415,institution,National Taichung University of Science and Technology,,,TW,1.1468616995435361,553,39.68055555555555
82284825,institution,Cranfield University,,,GB,1.145559956690702,554,110.72816379059987
70175541,source,Management and Organization Review,1740-8776,B,,1.1450328713107703,555,244.0
114112103,institution,Leibniz University Hannover,,,DE,1.1419705159036946,556,41.61715686274509
82509713,institution,Mälardalen University,,,SE,1.1410773424316756,557,59.663708513708514
201799495,institution,Middle East Technical University,,,TR,1.1381192901063417,558,28.26388888888889
75421653,institution,University of Missouri–Kansas City,,,US,1.1369589517229015,559,31.385536270583003
196272386,institution,Providence College,,,US,1.1344187362643363,560,20.86111111111111
23732399,institution,Montana State University,,,US,1.134378431801359,561,14.246825396825399
124633538,institution,University of Seoul,,,KR,1.1335244979676835,562,16.322222222222223
51205905,institution,Kedge Business School,,,FR,1.1322325622536344,563,170.7067653536694
94616838,institution,Jönköping University,,,SE,1.1304665184428884,564,121.38948412698412
157286207,institution,"National University of Ireland, Maynooth",,,IE,1.1294890798744133,565,53.224122174122165
191693275,source,Human Resource Development Quarterly,1044-8004,B,,1.1288821582279118,566,113.0
121980950,institution,Utah State University,,,US,1.1286662130041734,567,33.02492119121792
13955877,institution,Bar-Ilan University,,,IL,1.1281884372266293,568,60.81716149347729
192396691,institution,University of New Orleans,,,US,1.1263876782522269,569,35.73908767245216
4210232136,source,Journal of Current Issues & Research in Advertising,1064-1734,B,,1.1263773595938222,570,118.0
4210106879,institution,Ohio University,,,US,1.1257031859614355,571,51.990416852099095
4210147161,institution,Mudra Institute of Communications Ahmedabad,,,IN,1.1247673023593034,572,39.31441798941798
185492890,institution,University of Canterbury,,,NZ,1.124286794154212,573,101.51361111111109
66943878,institution,De Montfort University,,,GB,1.1241435595631208,574,105.36522366522365
151201029,institution,Consejo Nacional de Investigaciones Científicas y Técnicas,,,AR,1.1235427867020986,575,11.701388888888888
123534392,institution,University of North Texas,,,US,1.1233101852189875,576,193.0011311378134
39307421,source,Technological Forecasting and Social Change,0040-1625,B,,1.1231091623681926,577,3015.0
21067949,institution,Adolfo Ibáñez University,,,CL,1.1193496432302956,578,29.81722222222222
87354575,institution,National Chengchi University,,,TW,1.117757979323315,579,52.9720760233918
138689650,institution,University of Padua,,,IT,1.115978868701929,580,129.40476827094474
102134673,institution,Linköping University,,,SE,1.1116279811064536,581,122.41805555555555
12079687,institution,Edith Cowan University,,,AU,1.1109523720929886,582,143.88745300751881
36515993,institution,Eastern Mediterranean University,,,CY,1.1074268291314042,583,61.288888888888884
102461120,institution,Marquette University,,,US,1.1070665797462105,584,31.46666666666666
206945453,institution,Paderborn University,,,DE,1.1050349618272974,585,36.72527472527472
86987016,institution,KTH Royal Institute of Technology,,,SE,1.1014619731333584,586,51.61210317460318
161046081,institution,University of Freiburg,,,DE,1.1007405383666455,587,32.952777777777776
52590639,institution,Nottingham Trent University,,,GB,1.0976283544764338,588,121.79431818181817
75381157,institution,Wilfrid Laurier University,,,CA,1.0958144379449064,589,94.83630952380953
